CAE_NAME_CLEAN,WIN_NAME_CLEAN,number_of_awards,total_value_euro,authority_node,company_node
galleria di base del brennero brenner basistunnel bbt se,ing. berger + brunner baugesellschaft m.b.h.,1,1234115.94,AUTH::galleria di base del brennero brenner basistunnel bbt se,COMP::ing. berger + brunner baugesellschaft m.b.h.
galleria di base del brennero brenner basistunnel bbt se,koppensteiner ges.m.b.h,1,31575369.98,AUTH::galleria di base del brennero brenner basistunnel bbt se,COMP::koppensteiner ges.m.b.h
galleria di base del brennero brenner basistunnel bbt se,materialprüfanstalt hartl gmbh,1,2697907.88,AUTH::galleria di base del brennero brenner basistunnel bbt se,COMP::materialprüfanstalt hartl gmbh
galleria di base del brennero brenner basistunnel bbt se,ofi technologie & innovation gmbh,2,715077.24,AUTH::galleria di base del brennero brenner basistunnel bbt se,COMP::ofi technologie & innovation gmbh
gbg gebäude- und baumanagement graz gmbh,forstdienst lebensräume im grünen gmbh,1,175000.0,AUTH::gbg gebäude- und baumanagement graz gmbh,COMP::forstdienst lebensräume im grünen gmbh
gbg gebäude- und baumanagement graz gmbh,ing. georg kainersdorfer,1,83930.0,AUTH::gbg gebäude- und baumanagement graz gmbh,COMP::ing. georg kainersdorfer
gemeinde altach,anton blank gmbh & co. kg,1,36765.0,AUTH::gemeinde altach,COMP::anton blank gmbh & co. kg
gemeinde altach,brunner gerüstbau gmbh,1,24069.25,AUTH::gemeinde altach,COMP::brunner gerüstbau gmbh
gemeinde altach,böhler fenster gmbh,1,306879.96,AUTH::gemeinde altach,COMP::böhler fenster gmbh
gemeinde altach,dobler holzbau gmbh,2,1541768.36,AUTH::gemeinde altach,COMP::dobler holzbau gmbh
gemeinde altach,iat gmbh,1,285115.47,AUTH::gemeinde altach,COMP::iat gmbh
gemeinde altach,werner bösch malerbetrieb gmbh,1,115108.8,AUTH::gemeinde altach,COMP::werner bösch malerbetrieb gmbh
gemeinde andelsbuch,anton blank gmbh & co. kg,1,73767.4,AUTH::gemeinde andelsbuch,COMP::anton blank gmbh & co. kg
gemeinde andelsbuch,dietrich luft + klima gesellschaft m.b.h.,1,209492.76,AUTH::gemeinde andelsbuch,COMP::dietrich luft + klima gesellschaft m.b.h.
gemeinde andelsbuch,elektro willi gmbh & co kg,1,586885.48,AUTH::gemeinde andelsbuch,COMP::elektro willi gmbh & co kg
gemeinde andelsbuch,farben kobold gmbh,1,27358.6,AUTH::gemeinde andelsbuch,COMP::farben kobold gmbh
gemeinde andelsbuch,felder dachdecker gmbh,1,408863.55,AUTH::gemeinde andelsbuch,COMP::felder dachdecker gmbh
gemeinde andelsbuch,fetz holzbau gmbh,1,873351.26,AUTH::gemeinde andelsbuch,COMP::fetz holzbau gmbh
gemeinde andelsbuch,hartmann fensterbau gmbh,1,744916.0,AUTH::gemeinde andelsbuch,COMP::hartmann fensterbau gmbh
gemeinde andelsbuch,"markus stolz, gesellschaft m.b.h. & co. kg., installationen",1,495630.49,AUTH::gemeinde andelsbuch,"COMP::markus stolz, gesellschaft m.b.h. & co. kg., installationen"
gemeinde andelsbuch,oberhauser & schedler bau gmbh,1,2347200.0,AUTH::gemeinde andelsbuch,COMP::oberhauser & schedler bau gmbh
gemeinde andelsbuch,rudolf meier,1,194479.0,AUTH::gemeinde andelsbuch,COMP::rudolf meier
gemeinde andelsbuch,schindler aufzüge und fahrtreppen gmbh,1,28320.0,AUTH::gemeinde andelsbuch,COMP::schindler aufzüge und fahrtreppen gmbh
gemeinde ebbs,freisinger fensterbau gmbh,1,264327.2,AUTH::gemeinde ebbs,COMP::freisinger fensterbau gmbh
gemeinde ebbs,"markus stolz, gesellschaft m.b.h. & co. kg",1,823835.36,AUTH::gemeinde ebbs,"COMP::markus stolz, gesellschaft m.b.h. & co. kg"
gemeinde ebbs,opbacher installationen gmbh,1,1189934.79,AUTH::gemeinde ebbs,COMP::opbacher installationen gmbh
gemeinde ebbs,strabag ag,1,3169150.08,AUTH::gemeinde ebbs,COMP::strabag ag
gemeinde ebbs,tüchler ausbau gmbh,1,249936.0,AUTH::gemeinde ebbs,COMP::tüchler ausbau gmbh
gemeinde ehrwald,gorek gmbh,1,1234295.0,AUTH::gemeinde ehrwald,COMP::gorek gmbh
gemeinde ellbögen,aep planung und beratung gesellschaft m.b.h.,1,198652.0,AUTH::gemeinde ellbögen,COMP::aep planung und beratung gesellschaft m.b.h.
gemeinde ellbögen,iat gmbh niederlassung tirol,1,645493.0,AUTH::gemeinde ellbögen,COMP::iat gmbh niederlassung tirol
gemeinde ellbögen,karo metall gmbh,1,1430980.0,AUTH::gemeinde ellbögen,COMP::karo metall gmbh
gemeinde ellmau,dagn hermann gmbh,1,675125.78,AUTH::gemeinde ellmau,COMP::dagn hermann gmbh
gemeinde ellmau,dietrich luft + klima gmbh,1,371255.53,AUTH::gemeinde ellmau,COMP::dietrich luft + klima gmbh
gemeinde ellmau,fiegl&spielberger gmbh,1,979585.4,AUTH::gemeinde ellmau,COMP::fiegl&spielberger gmbh
gemeinde ellmau,ing. hans bodner baugesmbh & co. kg,1,3761290.54,AUTH::gemeinde ellmau,COMP::ing. hans bodner baugesmbh & co. kg
gemeinde ellmau,opbacher installationen gmbh---opbacher pletzer,1,1298714.64,AUTH::gemeinde ellmau,COMP::opbacher installationen gmbh---opbacher pletzer
gemeinde ellmau,perchtold trockenbau gmunden gmbh,1,726849.9,AUTH::gemeinde ellmau,COMP::perchtold trockenbau gmunden gmbh
gemeinde ellmau,pirmoser holzbau gmbh,1,232140.2,AUTH::gemeinde ellmau,COMP::pirmoser holzbau gmbh
gemeinde ellmau,tk aufzüge gmbh,1,26289.0,AUTH::gemeinde ellmau,COMP::tk aufzüge gmbh
gemeinde engerwitzdorf,familienzentren gmbh der oö kinderfreunde,1,819115.72,AUTH::gemeinde engerwitzdorf,COMP::familienzentren gmbh der oö kinderfreunde
gemeinde flachau,reinhard eder bleichbaugesellschaft m.b.h,1,5680000.0,AUTH::gemeinde flachau,COMP::reinhard eder bleichbaugesellschaft m.b.h
gemeinde going a. w.k.,rosenbauer österreich gesellschaft m.b.h.,1,348637.23,AUTH::gemeinde going a. w.k.,COMP::rosenbauer österreich gesellschaft m.b.h.
gemeinde hallwang,fischer parkett gmbh & co kg,1,145716.0,AUTH::gemeinde hallwang,COMP::fischer parkett gmbh & co kg
gemeinde hallwang,hb fliesen gmbh,1,100268.0,AUTH::gemeinde hallwang,COMP::hb fliesen gmbh
gemeinde hallwang,held & francke baugesellschaft mbh,1,412489.28,AUTH::gemeinde hallwang,COMP::held & francke baugesellschaft mbh
gemeinde hallwang,hella sonnenschutz- und wetterschutztechnik gmbh,1,50648.44,AUTH::gemeinde hallwang,COMP::hella sonnenschutz- und wetterschutztechnik gmbh
gemeinde hallwang,lindner metalltechnik gmbh,1,188679.0,AUTH::gemeinde hallwang,COMP::lindner metalltechnik gmbh
gemeinde hallwang,malermeister andreas rettenbacher,1,74182.5,AUTH::gemeinde hallwang,COMP::malermeister andreas rettenbacher
gemeinde hallwang,modl ges.m.b.h.,1,181625.0,AUTH::gemeinde hallwang,COMP::modl ges.m.b.h.
gemeinde hallwang,peneder bau-elemente gmbh,1,13350.0,AUTH::gemeinde hallwang,COMP::peneder bau-elemente gmbh
gemeinde hallwang,sperer acoustics gmbh,1,231247.0,AUTH::gemeinde hallwang,COMP::sperer acoustics gmbh
gemeinde hallwang,tischlerei georg grübler gmbh,1,351236.0,AUTH::gemeinde hallwang,COMP::tischlerei georg grübler gmbh
gemeinde hallwang,tischlerei gollackner gmbh & co kg,1,303281.0,AUTH::gemeinde hallwang,COMP::tischlerei gollackner gmbh & co kg
gemeinde henndorf am wallersee,austrobau gmbh,1,522704.59,AUTH::gemeinde henndorf am wallersee,COMP::austrobau gmbh
gemeinde henndorf am wallersee,fischer-parkett gmbh & co kg,1,119279.4,AUTH::gemeinde henndorf am wallersee,COMP::fischer-parkett gmbh & co kg
gemeinde henndorf am wallersee,happy-maler ges.m.b.h.,1,131819.4,AUTH::gemeinde henndorf am wallersee,COMP::happy-maler ges.m.b.h.
gemeinde henndorf am wallersee,hb fliesen gmbh,1,341741.41,AUTH::gemeinde henndorf am wallersee,COMP::hb fliesen gmbh
gemeinde henndorf am wallersee,raumausstattung wiesinger gmbh,1,57166.1,AUTH::gemeinde henndorf am wallersee,COMP::raumausstattung wiesinger gmbh
gemeinde henndorf am wallersee,tischlerei füreder gmbh,1,638200.36,AUTH::gemeinde henndorf am wallersee,COMP::tischlerei füreder gmbh
gemeinde henndorf am wallersee,tischlerei scheschy gmbh,1,497398.39,AUTH::gemeinde henndorf am wallersee,COMP::tischlerei scheschy gmbh
gemeinde hittisau,oberhauser & schedler bau gmbh,1,2400000.0,AUTH::gemeinde hittisau,COMP::oberhauser & schedler bau gmbh
gemeinde hofkirchen im traunkreis,rosenbauer,1,397923.6,AUTH::gemeinde hofkirchen im traunkreis,COMP::rosenbauer
gemeinde kössen,dr. arch alexander pedevilla - pedevilla architects---pedevilla - gbd,1,2499973.0,AUTH::gemeinde kössen,COMP::dr. arch alexander pedevilla - pedevilla architects---pedevilla - gbd
gemeinde lanzendorf,wga zt gmbh,1,306996.9,AUTH::gemeinde lanzendorf,COMP::wga zt gmbh
gemeinde lech,sailer werner & günther gmbh,1,2965726.84,AUTH::gemeinde lech,COMP::sailer werner & günther gmbh
gemeinde längenfeld,schwärzler architekten zt gmbh,1,965323.52,AUTH::gemeinde längenfeld,COMP::schwärzler architekten zt gmbh
gemeinde maria wörth,kelag-kärntner elektrizitäts-aktiengesellschaft,1,390000.0,AUTH::gemeinde maria wörth,COMP::kelag-kärntner elektrizitäts-aktiengesellschaft
gemeinde mutters,empl fahrzeugwerk gmbh,1,508000.0,AUTH::gemeinde mutters,COMP::empl fahrzeugwerk gmbh
gemeinde pöndorf,rosenbauer österreich gesellschaft m.b.h.,1,411183.54,AUTH::gemeinde pöndorf,COMP::rosenbauer österreich gesellschaft m.b.h.
gemeinde saalbach-hinterglemm,schweiger sport gmbh,1,569906.0,AUTH::gemeinde saalbach-hinterglemm,COMP::schweiger sport gmbh
gemeinde satteins,brunner gerüstbau gmbh,1,59255.5,AUTH::gemeinde satteins,COMP::brunner gerüstbau gmbh
gemeinde satteins,dobler baugesellschaft m.b.h.,1,1863814.58,AUTH::gemeinde satteins,COMP::dobler baugesellschaft m.b.h.
gemeinde satteins,etg gürtler gmbh,1,1200192.65,AUTH::gemeinde satteins,COMP::etg gürtler gmbh
gemeinde satteins,heinrich liepert gmbh,1,138458.62,AUTH::gemeinde satteins,COMP::heinrich liepert gmbh
gemeinde satteins,hella sonnen- und wetterschutztechnik gmbh,1,56077.13,AUTH::gemeinde satteins,COMP::hella sonnen- und wetterschutztechnik gmbh
gemeinde satteins,i+r spezialtiefbau gmbh,1,129563.65,AUTH::gemeinde satteins,COMP::i+r spezialtiefbau gmbh
gemeinde satteins,iat gmbh,1,771369.13,AUTH::gemeinde satteins,COMP::iat gmbh
gemeinde satteins,josef feuerstein gmbh & co kg,1,224030.0,AUTH::gemeinde satteins,COMP::josef feuerstein gmbh & co kg
gemeinde satteins,kranz luft-klima-technik gmbh,1,603938.79,AUTH::gemeinde satteins,COMP::kranz luft-klima-technik gmbh
gemeinde satteins,markus stolz gmbh & co kg,1,817694.31,AUTH::gemeinde satteins,COMP::markus stolz gmbh & co kg
gemeinde satteins,tischlerei telser ohg,1,262967.97,AUTH::gemeinde satteins,COMP::tischlerei telser ohg
gemeinde schlins,walser gmbh,1,416588.63,AUTH::gemeinde schlins,COMP::walser gmbh
gemeinde schröcken---gemeinde warth,reisebuero breuss touristikgesellschaft m.b.h. & co. kg.,1,2997043.2,AUTH::gemeinde schröcken---gemeinde warth,COMP::reisebuero breuss touristikgesellschaft m.b.h. & co. kg.
gemeinde seiersberg-pirka,hali gmbh,1,166882.54,AUTH::gemeinde seiersberg-pirka,COMP::hali gmbh
gemeinde silz,pronatour gmbh,1,259040.0,AUTH::gemeinde silz,COMP::pronatour gmbh
gemeinde terfens,arge heinlein zierl architekten---michael heinlein architekt zt gmbh,1,1907503.0,AUTH::gemeinde terfens,COMP::arge heinlein zierl architekten---michael heinlein architekt zt gmbh
gemeinde thiersee,wrs energie- u. baumanagement gmbh,1,12600000.0,AUTH::gemeinde thiersee,COMP::wrs energie- u. baumanagement gmbh
gemeinde thüringen,"3g gruppe geotechnik graz zt gmbh, niederlassung vorarlberg---adler + partner zt gmbh",1,969013.63,AUTH::gemeinde thüringen,"COMP::3g gruppe geotechnik graz zt gmbh, niederlassung vorarlberg---adler + partner zt gmbh"
gemeinde thüringen,rosenbauer österreich gmbh,1,448127.44,AUTH::gemeinde thüringen,COMP::rosenbauer österreich gmbh
gemeinde walchsee,rosenbauer österreich gesellschaft m.b.h.,1,375862.39,AUTH::gemeinde walchsee,COMP::rosenbauer österreich gesellschaft m.b.h.
gemeinde weerberg,stone-power (florian steiner),1,217862.5,AUTH::gemeinde weerberg,COMP::stone-power (florian steiner)
gemeinde werfenweng---verein alpine pearls - förderung eines nachhaltigen tourismus mit umweltfreundlicher mobilität,brandnamic gmbh,1,495000.0,AUTH::gemeinde werfenweng---verein alpine pearls - förderung eines nachhaltigen tourismus mit umweltfreundlicher mobilität,COMP::brandnamic gmbh
gemeinde wernberg,kelag-kärntner elektrizitäts-aktiengesellschaft,1,500000.0,AUTH::gemeinde wernberg,COMP::kelag-kärntner elektrizitäts-aktiengesellschaft
gemeinde-servicezentrum,a1 telekom austria,1,5869692.0,AUTH::gemeinde-servicezentrum,COMP::a1 telekom austria
gemeinde-servicezentrum,kelag kärntner elektrizitäts aktiengesellschaft,2,11739384.0,AUTH::gemeinde-servicezentrum,COMP::kelag kärntner elektrizitäts aktiengesellschaft
gemeinde-servicezentrum,t-mobile austria gmbh,1,5869692.0,AUTH::gemeinde-servicezentrum,COMP::t-mobile austria gmbh
gemeindeabwasserverband mittleres pulkautal,hydro ingenieure umwelttechnik gmbh---ingenieurgemeinschaft umweltprojekte - ziviltechniker gmbh (iup zt gmbh),1,727079.21,AUTH::gemeindeabwasserverband mittleres pulkautal,COMP::hydro ingenieure umwelttechnik gmbh---ingenieurgemeinschaft umweltprojekte - ziviltechniker gmbh (iup zt gmbh)
gemeindedienstleistungsverband region amstetten für umweltschutz und abgaben,fuchsluger gmbh,1,4120000.0,AUTH::gemeindedienstleistungsverband region amstetten für umweltschutz und abgaben,COMP::fuchsluger gmbh
gemeindeverband bezirksaltenheime lienz,mariacher & partner zt kg,1,1427000.0,AUTH::gemeindeverband bezirksaltenheime lienz,COMP::mariacher & partner zt kg
gemeindeverband bezirkskrankenhaus kufstein,stadtwerke kufstein gmbh.,1,3079567.5,AUTH::gemeindeverband bezirkskrankenhaus kufstein,COMP::stadtwerke kufstein gmbh.
gemeindeverband bezirkskrankenhaus lienz,"dr. gernot walder gmbh, hygiene und medizinische mikrobiologie",1,145740.0,AUTH::gemeindeverband bezirkskrankenhaus lienz,"COMP::dr. gernot walder gmbh, hygiene und medizinische mikrobiologie"
gemeindeverband bezirkskrankenhaus lienz,labor dr. philadelphy,1,85358.59,AUTH::gemeindeverband bezirkskrankenhaus lienz,COMP::labor dr. philadelphy
gemeindeverband bezirkskrankenhaus lienz,medizinische universität innsbruck,1,664900.0,AUTH::gemeindeverband bezirkskrankenhaus lienz,COMP::medizinische universität innsbruck
gemeindeverband bezirkskrankenhaus lienz,shark gmbh business consulting & it solutions,1,900000.0,AUTH::gemeindeverband bezirkskrankenhaus lienz,COMP::shark gmbh business consulting & it solutions
gemeindeverband bezirkskrankenhaus lienz,sodexo service solutions austria gmbh,1,1568000.0,AUTH::gemeindeverband bezirkskrankenhaus lienz,COMP::sodexo service solutions austria gmbh
gemeindeverband für abfallbehandlung bezirk bruck/leitha (gabl),bietergemeinschaft---bietergemeinschaft abfallservice jüly gesmbh,1,1093626.0,AUTH::gemeindeverband für abfallbehandlung bezirk bruck/leitha (gabl),COMP::bietergemeinschaft---bietergemeinschaft abfallservice jüly gesmbh
gemeindeverband für abfallwirtschaft und umweltschutz (umweltverband),acp it solutions gmbh,4,30275000.0,AUTH::gemeindeverband für abfallwirtschaft und umweltschutz (umweltverband),COMP::acp it solutions gmbh
gemeindeverband für abfallwirtschaft und umweltschutz (umweltverband),auto gerster gesellschaft mbh,1,1126591.26,AUTH::gemeindeverband für abfallwirtschaft und umweltschutz (umweltverband),COMP::auto gerster gesellschaft mbh
gemeindeverband für abfallwirtschaft und umweltschutz (umweltverband),auto gerster vertriebs gmbh,1,1126591.26,AUTH::gemeindeverband für abfallwirtschaft und umweltschutz (umweltverband),COMP::auto gerster vertriebs gmbh
gemeindeverband für abfallwirtschaft und umweltschutz (umweltverband),böhler abfall gmbh,1,1586250.0,AUTH::gemeindeverband für abfallwirtschaft und umweltschutz (umweltverband),COMP::böhler abfall gmbh
